index,time,lat,lon,x,y,z,m,Day or night,Water or not,Hills or not
1212,2021/04/17 01:30:36.615638,41:34:36.0,101:37:12.2,22.9925498962402,-11.0154113769531,62.2709045410156,16.5433962522771,0,0,0.5
1213,2021/04/17 01:30:45.252855,41:53:57.8,102:13:50.0,22.6644115447998,-11.1426000595093,62.5087013244629,16.5646934651627,0,0,0.5
1214,2021/04/17 01:30:53.122854,42:10:59.4,102:46:43.3,22.511646270752,-11.0086479187012,62.5044097900391,16.552043558888,0,0,0.5
1215,2021/04/17 01:31:00.993291,42:25:44.5,103:15:45.3,22.0630207061768,-11.0378618240356,62.5743865966797,16.5391359157051,0,0,0.5
1216,2021/04/17 01:31:09.631939,42:44:30.2,103:53:26.5,21.6624984741211,-11.1111736297607,62.574634552002,16.5197888179641,0,0,0.5
1217,2021/04/17 01:31:17.506792,43:00:59.1,104:27:16.6,21.4606437683105,-11.1224584579468,63.0983200073242,16.5895544446776,0,0,0.5
1218,2021/04/17 01:31:25.382021,43:17:16.8,105:01:26.1,21.2079620361328,-11.0557689666748,63.1542510986328,16.5832548916656,0,0,0.5
1219,2021/04/17 01:31:34.015923,43:35:22.8,105:40:14.8,21.0281162261963,-11.0090932846069,63.4287605285645,16.6148575901584,0,0,0.5
1220,2021/04/17 01:31:41.891412,43:49:17.3,106:10:43.1,20.7833461761475,-10.8690404891968,63.7100715637207,16.6419425380003,0,0,0.5
1221,2021/04/17 01:31:49.771397,44:04:59.7,106:45:51.1,20.5430564880371,-10.8234691619873,63.771858215332,16.6382802570332,0,0,0.5
1222,2021/04/17 01:31:58.395680,44:22:25.4,107:25:46.0,20.4069347381592,-10.8214778900146,63.7693252563477,16.6311244252719,0,0,0.5
1223,2021/04/17 01:32:06.271834,44:37:41.8,108:01:35.9,20.1516227722168,-10.8862066268921,64.030876159668,16.6605694770621,0,0,0.5
1224,2021/04/17 01:32:14.147140,44:52:45.6,108:37:45.6,19.8378105163574,-10.7501249313355,64.1432647705078,16.6592626154497,0,0,0.5
1225,2021/04/17 01:32:22.781310,45:07:36.5,109:14:15.4,19.4842834472656,-10.6735076904297,64.208625793457,16.6506661880942,0,0,0.5
1226,2021/04/17 01:32:30.656166,45:22:14.4,109:51:05.1,19.3310604095459,-10.580376625061,64.2908477783203,16.6538380882681,0,0,0.5
1227,2021/04/17 01:32:38.552446,45:36:39.0,110:28:14.9,19.0556583404541,-10.7408781051636,64.5281829833984,16.6819422778524,0,0,0.5
