"2021/04/16 22:35:00";"5.7";"-6.6";"6.6";"10.9"
"2021/04/16 22:36:00";"6.7";"-6.2";"5.4";"10.6"
"2021/04/16 22:37:00";"7.7";"-6.9";"2.1";"10.6"
"2021/04/16 22:38:00";"7.7";"-6.7";"3.0";"10.6"
"2021/04/16 22:39:00";"7.7";"-6.5";"3.1";"10.6"
"2021/04/16 22:40:00";"8.2";"-5.0";"4.7";"10.7"
"2021/04/16 22:41:00";"8.6";"-5.1";"4.1";"10.8"
"2021/04/16 22:42:00";"9.0";"-4.2";"4.6";"10.9"
"2021/04/16 22:43:00";"9.2";"-3.9";"3.8";"10.7"
"2021/04/16 22:44:00";"9.7";"-4.7";"1.2";"10.8"
"2021/04/16 22:45:00";"9.7";"-4.7";"0.0";"10.8"
"2021/04/16 22:46:00";"9.9";"-4.6";"0.2";"10.9"
"2021/04/16 22:47:00";"10.0";"-4.3";"0.2";"10.9"
"2021/04/16 22:48:00";"9.4";"-5.2";"0.1";"10.8"
"2021/04/16 22:49:00";"9.0";"-5.6";"0.4";"10.6"
"2021/04/16 22:50:00";"9.2";"-5.3";"0.1";"10.6"
"2021/04/16 22:51:00";"8.9";"-6.0";"0.3";"10.8"
"2021/04/16 22:52:00";"8.9";"-6.1";"0.1";"10.7"
"2021/04/16 22:53:00";"9.3";"-5.2";"0.8";"10.7"
"2021/04/16 22:54:00";"9.2";"-5.1";"0.5";"10.6"
"2021/04/16 22:55:00";"9.2";"-4.9";"1.3";"10.5"
"2021/04/16 22:56:00";"9.1";"-4.9";"1.1";"10.4"
"2021/04/16 22:57:00";"9.6";"-3.9";"1.1";"10.5"
"2021/04/16 22:58:00";"9.3";"-4.4";"1.2";"10.4"
"2021/04/16 22:59:00";"8.8";"-5.6";"0.7";"10.4"
"2021/04/16 23:00:00";"8.7";"-6.2";"0.3";"10.6"
"2021/04/16 23:01:00";"8.9";"-5.8";"0.2";"10.6"
"2021/04/16 23:02:00";"8.7";"-5.9";"0.1";"10.5"
"2021/04/16 23:03:00";"8.6";"-6.1";"0.1";"10.5"
"2021/04/16 23:04:00";"8.5";"-6.0";"0.2";"10.5"
"2021/04/16 23:05:00";"8.6";"-5.9";"0.8";"10.5"
"2021/04/16 23:06:00";"8.5";"-5.8";"1.3";"10.4"
"2021/04/16 23:07:00";"8.7";"-5.9";"0.6";"10.5"
"2021/04/16 23:08:00";"8.6";"-5.8";"1.3";"10.4"
"2021/04/16 23:09:00";"8.8";"-5.6";"0.2";"10.5"
"2021/04/16 23:10:00";"8.8";"-5.9";"1.0";"10.7"
"2021/04/16 23:11:00";"9.0";"-5.4";"0.6";"10.5"
"2021/04/16 23:12:00";"8.7";"-5.9";"1.5";"10.6"
"2021/04/16 23:13:00";"8.9";"-5.9";"0.1";"10.7"
"2021/04/16 23:14:00";"8.6";"-6.1";"0.9";"10.6"
"2021/04/16 23:15:00";"8.6";"-6.2";"0.9";"10.6"
"2021/04/16 23:16:00";"9.2";"-5.8";"1.5";"11.0"
"2021/04/16 23:17:00";"9.0";"-5.9";"2.1";"11.0"
"2021/04/16 23:18:00";"9.0";"-6.2";"1.9";"11.1"
"2021/04/16 23:19:00";"8.9";"-6.5";"2.0";"11.2"
"2021/04/16 23:20:00";"9.0";"-6.5";"1.7";"11.2"
"2021/04/16 23:21:00";"9.0";"-6.4";"1.1";"11.1"
"2021/04/16 23:22:00";"8.6";"-6.4";"1.1";"10.7"
"2021/04/16 23:23:00";"8.5";"-6.5";"1.6";"10.8"
"2021/04/16 23:24:00";"8.4";"-6.8";"1.0";"10.9"
"2021/04/16 23:25:00";"8.7";"-6.3";"1.6";"10.9"
"2021/04/16 23:26:00";"9.2";"-5.7";"1.9";"11.0"
"2021/04/16 23:27:00";"8.9";"-6.4";"1.4";"11.0"
"2021/04/16 23:28:00";"8.4";"-6.7";"2.2";"11.0"
"2021/04/16 23:29:00";"8.6";"-6.6";"2.0";"11.0"
"2021/04/16 23:30:00";"8.5";"-6.9";"2.9";"11.3"
"2021/04/16 23:31:00";"8.5";"-6.9";"3.2";"11.4"
"2021/04/16 23:32:00";"8.2";"-7.2";"3.2";"11.4"
"2021/04/16 23:33:00";"8.3";"-7.3";"3.2";"11.5"
"2021/04/16 23:34:00";"8.2";"-7.0";"4.5";"11.8"
"2021/04/16 23:35:00";"7.9";"-7.0";"5.1";"11.7"
"2021/04/16 23:36:00";"8.2";"-6.5";"5.0";"11.6"
"2021/04/16 23:37:00";"8.2";"-6.1";"5.2";"11.5"
"2021/04/16 23:38:00";"8.1";"-6.8";"4.6";"11.6"
"2021/04/16 23:39:00";"8.3";"-6.4";"4.7";"11.5"
"2021/04/16 23:40:00";"7.4";"-7.0";"5.1";"11.3"
"2021/04/16 23:41:00";"7.7";"-6.7";"4.8";"11.3"
"2021/04/16 23:42:00";"7.4";"-6.5";"4.9";"11.0"
"2021/04/16 23:43:00";"7.9";"-6.3";"4.6";"11.1"
"2021/04/16 23:44:00";"7.5";"-6.5";"4.8";"11.0"
"2021/04/16 23:45:00";"7.7";"-6.3";"4.9";"11.0"
"2021/04/16 23:46:00";"7.1";"-6.8";"5.2";"11.1"
"2021/04/16 23:47:00";"6.9";"-7.0";"5.2";"11.2"
"2021/04/16 23:48:00";"6.7";"-7.0";"5.6";"11.1"
"2021/04/16 23:49:00";"7.1";"-6.0";"6.1";"11.1"
"2021/04/16 23:50:00";"6.9";"-5.6";"6.7";"11.1"
"2021/04/16 23:51:00";"6.9";"-5.9";"6.2";"11.0"
"2021/04/16 23:52:00";"7.3";"-6.4";"5.3";"11.0"
"2021/04/16 23:53:00";"7.2";"-5.8";"5.9";"11.0"
"2021/04/16 23:54:00";"7.4";"-5.0";"6.5";"11.0"
"2021/04/16 23:55:00";"7.1";"-5.6";"6.2";"10.9"
"2021/04/16 23:56:00";"5.5";"-7.8";"5.5";"11.0"
"2021/04/16 23:57:00";"4.9";"-8.2";"5.7";"11.1"
"2021/04/16 23:58:00";"5.1";"-8.0";"5.7";"11.1"
"2021/04/16 23:59:00";"5.3";"-7.6";"6.0";"11.0"
"2021/04/17 00:00:00";"4.9";"-8.0";"5.8";"11.1"
"2021/04/17 00:01:00";"5.3";"-7.9";"5.7";"11.1"
"2021/04/17 00:02:00";"5.4";"-7.5";"6.1";"11.1"
"2021/04/17 00:03:00";"5.6";"-7.2";"6.3";"11.1"
"2021/04/17 00:04:00";"5.1";"-7.5";"6.2";"11.0"
"2021/04/17 00:05:00";"4.9";"-7.6";"6.3";"11.1"
"2021/04/17 00:06:00";"4.8";"-8.0";"6.1";"11.2"
"2021/04/17 00:07:00";"4.9";"-8.3";"5.8";"11.2"
"2021/04/17 00:08:00";"5.4";"-8.2";"5.6";"11.3"
"2021/04/17 00:09:00";"5.9";"-7.5";"6.1";"11.3"
"2021/04/17 00:10:00";"5.1";"-8.4";"5.7";"11.4"
"2021/04/17 00:11:00";"4.1";"-9.4";"5.4";"11.6"
"2021/04/17 00:12:00";"5.6";"-7.4";"5.5";"10.8"
"2021/04/17 00:13:00";"7.6";"-4.4";"6.2";"10.7"
"2021/04/17 00:14:00";"7.9";"-4.3";"5.8";"10.7"
"2021/04/17 00:15:00";"8.0";"-4.5";"5.5";"10.7"
"2021/04/17 00:16:00";"7.8";"-4.0";"6.0";"10.6"
"2021/04/17 00:17:00";"7.3";"-4.8";"5.8";"10.6"
"2021/04/17 00:18:00";"8.1";"-1.2";"6.6";"10.6"
"2021/04/17 00:19:00";"8.1";"-0.9";"7.5";"11.1"
"2021/04/17 00:20:00";"8.2";"-1.1";"8.0";"11.5"
"2021/04/17 00:21:00";"8.1";"-1.5";"7.5";"11.1"
"2021/04/17 00:22:00";"8.2";"-6.4";"4.0";"11.1"
"2021/04/17 00:23:00";"6.8";"-8.7";"2.1";"11.2"
"2021/04/17 00:24:00";"7.4";"-8.5";"1.6";"11.4"
"2021/04/17 00:25:00";"7.5";"-7.8";"2.7";"11.2"
"2021/04/17 00:26:00";"7.4";"-7.6";"3.3";"11.1"
"2021/04/17 00:27:00";"7.6";"-8.0";"2.6";"11.3"
"2021/04/17 00:28:00";"8.2";"-5.6";"5.1";"11.2"
"2021/04/17 00:29:00";"7.7";"-5.1";"6.1";"11.0"
"2021/04/17 00:30:00";"7.7";"-6.6";"4.3";"11.1"
"2021/04/17 00:31:00";"7.6";"-6.6";"4.6";"11.1"
"2021/04/17 00:32:00";"6.3";"-6.7";"5.5";"10.7"
"2021/04/17 00:33:00";"5.5";"-6.6";"6.6";"10.8"
"2021/04/17 00:34:00";"4.9";"-6.9";"6.9";"10.9"
"2021/04/17 00:35:00";"5.0";"-7.0";"6.2";"10.6"
"2021/04/17 00:36:00";"6.3";"-9.0";"1.8";"11.1"
"2021/04/17 00:37:00";"7.3";"-7.3";"3.1";"10.8"
"2021/04/17 00:38:00";"6.4";"-3.0";"8.0";"10.7"
