index,time,lat,lon,x,y,z,m,d/n,w?,h?
948,2021/04/17 00:54:50.336594,-50:40:54.4,-9:08:28.5,7.6676926612854,-7.53400182723999,7.4035868644714355,5.543650371511978,,,
949,2021/04/17 00:54:58.971211,-50:34:33.2,-8:22:45.0,7.520448207855225,-7.446673393249512,7.438868045806885,5.510688237144504,,,
950,2021/04/17 00:55:06.842843,-50:27:52.6,-7:37:14.7,7.5802741050720215,-7.3288726806640625,7.531795024871826,5.516762815385263,1,1,0
951,2021/04/17 00:55:14.719248,-50:20:52.7,-6:51:58.1,7.656518936157227,-7.285706520080566,7.587731838226318,5.531799003815773,,,
952,2021/04/17 00:55:23.358363,-50:12:37.5,-6:01:18.9,7.683742523193359,-7.250060558319092,7.432887554168701,5.505241225879418,,,
953,2021/04/17 00:55:31.236675,-50:04:57.2,-5:16:33.1,7.888642311096191,-7.410862922668457,7.529828071594238,5.581164155887808,1,1,0
954,2021/04/17 00:55:39.111910,-49:56:58.2,-4:32:02.5,7.969964027404785,-7.431133270263672,7.5759687423706055,5.605536304878255,,,
955,2021/04/17 00:55:47.739337,-49:48:40.7,-3:47:47.6,7.990551471710205,-7.1983513832092285,7.487491130828857,5.558361434371422,,,
956,2021/04/17 00:55:55.613697,-49:40:04.9,-3:03:48.8,8.039239883422852,-7.1143107414245605,7.50602388381958,5.556801873638162,1,1,0
957,2021/04/17 00:56:03.489840,-49:31:10.9,-2:20:06.5,8.05566120147705,-7.154154300689697,7.626338481903076,5.585299878787706,,,
958,2021/04/17 00:56:12.125677,-49:20:48.8,-1:31:16.6,8.093198776245117,-7.18036413192749,7.599440574645996,5.591408941698407,,,
959,2021/04/17 00:56:20.008918,-49:11:17.0,-0:48:10.6,8.149240493774414,-7.22447395324707,7.649183750152588,5.615868644779626,1,1,0
960,2021/04/17 00:56:27.884711,-49:02:42.4,-0:10:42.2,8.192938804626465,-7.259130001068115,7.491656303405762,5.6034855935956545,,,
961,2021/04/17 00:56:36.506202,-48:51:21.3,0:37:08.4,8.21279239654541,-7.1411848068237305,7.709365367889404,5.623970313785808,,,
962,2021/04/17 00:56:44.384549,-48:40:57.7,1:19:20.8,8.240415573120117,-7.226813316345215,7.716399192810059,5.642806477085465,1,1,0
963,2021/04/17 00:56:52.253542,-48:30:17.3,2:01:14.7,8.313104629516602,-7.307122707366943,7.658155918121338,5.658205665409857,,,
964,2021/04/17 00:57:00.890033,-48:19:20.4,2:42:50.0,8.33409309387207,-7.263393878936768,7.495426177978516,5.6293885691594365,,,
965,2021/04/17 00:57:08.762957,-48:08:07.0,3:24:06.4,8.42693042755127,-7.494967937469482,7.552783966064453,5.690125989866635,1,1,0
966,2021/04/17 00:57:16.638302,-47:56:37.5,4:05:03.7,8.429757118225098,-7.459035396575928,7.479942798614502,5.6737642999286395,,,
967,2021/04/17 00:57:25.271406,-47:43:22.8,4:50:45.1,8.448928833007812,-7.2440948486328125,7.271203517913818,5.611834127978148,,,
968,2021/04/17 00:57:33.147829,-47:31:19.7,5:31:01.3,8.579670906066895,-7.069583415985107,7.553160190582275,5.65289997989576,1,1,0
969,2021/04/17 00:57:41.018523,-47:19:01.2,6:10:57.9,8.653491973876953,-7.0357747077941895,7.513622283935547,5.65498105555494,,,
970,2021/04/17 00:57:49.652315,-47:06:27.5,6:50:34.9,8.465335845947266,-7.003876209259033,7.077788829803467,5.548456543004099,,,
971,2021/04/17 00:57:57.526230,-46:53:38.8,7:29:52.1,8.442244529724121,-6.98145866394043,7.12998104095459,5.548863630344514,1,1,0
972,2021/04/17 00:58:05.402236,-46:40:35.3,8:08:49.4,8.504496574401855,-7.0431227684021,7.020702362060547,5.55290329899307,,,
973,2021/04/17 00:58:14.033634,-46:25:36.6,8:52:15.2,8.579184532165527,-6.81721305847168,7.105284214019775,5.54575456391525,,,
974,2021/04/17 00:58:21.906752,-46:13:45.1,9:25:44.4,8.72356128692627,-6.767186164855957,7.126645565032959,5.5686643450728965,1,1,0
975,2021/04/17 00:58:29.783324,-45:59:58.8,10:03:41.9,8.79266357421875,-6.827765941619873,7.091255187988281,5.585070999687119,,,
976,2021/04/17 00:58:38.420570,-45:44:12.6,10:46:00.3,8.849908828735352,-6.898567199707031,6.988217830657959,5.590740481702992,,,
977,2021/04/17 00:58:46.291900,-45:29:57.2,11:23:15.4,8.808335304260254,-6.9652628898620605,6.922698020935059,5.583041872995424,1,1,0
978,2021/04/17 00:58:54.167824,-45:15:28.4,12:00:10.5,8.811199188232422,-6.974253177642822,6.932136058807373,5.586318096858062,,,
979,2021/04/17 00:59:02.812227,-45:00:46.4,12:36:45.7,8.869244575500488,-7.095017910003662,6.956756591796875,5.618890718370093,,,
980,2021/04/17 00:59:10.703959,-44:45:51.6,13:13:01.0,8.935254096984863,-7.101874828338623,7.017598628997803,5.641214658544427,,,
981,2021/04/17 00:59:18.572586,-44:30:44.0,13:48:56.5,9.03756046295166,-7.170132160186768,7.086309432983398,5.680554189628808,,,
982,2021/04/17 00:59:27.218323,-44:13:28.2,14:28:57.9,9.142023086547852,-7.191064834594727,7.080871105194092,5.702397013582554,,,
983,2021/04/17 00:59:35.091973,-43:57:54.4,15:04:11.5,9.159360885620117,-7.06014347076416,7.017712593078613,5.677285282975123,,,
984,2021/04/17 00:59:42.965944,-43:44:07.5,15:34:45.0,9.248557090759277,-7.07444953918457,6.840317726135254,5.670926040499528,,,
985,2021/04/17 00:59:51.634123,-43:26:11.0,16:13:40.3,9.243154525756836,-6.90978479385376,6.603855133056641,5.6124715042259306,,,
